date,scaled,outcome
1928-08-14,0.15334249379967374,0
1928-08-15,0.28895205697335963,0
1928-08-16,0.23432259626543772,0
1928-08-17,0.20486469909969038,0
1928-08-20,0.23135657568072113,0
1928-08-21,0.2625530690041125,0
1928-08-22,0.19165102308541965,0
1928-08-23,0.20209898337146445,0
1928-08-24,0.2797562911966535,0
1928-08-27,0.20714335957247254,0
1928-08-28,0.23774787387588422,0
1928-08-29,0.20704347277428642,0
1928-08-30,0.20448839379240316,0
1928-08-31,0.2623972615992269,0
1928-09-04,0.22185875872603267,0
1928-09-05,0.22173990120955098,0
1928-09-06,0.1645275102714192,0
1928-09-07,0.23418131221017435,0
1928-09-10,0.15457433964022763,0
1928-09-11,0.23669684689920298,0
1928-09-12,0.2166727227256615,0
1928-09-13,0.1919325993632397,0
1928-09-14,0.19687500322844204,0
1928-09-17,0.24364020444404663,0
1928-09-18,0.15998994048995888,0
1928-09-19,0.19687500322844204,0
1928-09-20,0.20673649992377902,0
1928-09-21,0.23124444777946412,0
1928-09-24,0.2139753418695533,0
1928-09-25,0.19199489858073346,0
1928-09-26,0.19443324112003646,0
1928-09-27,0.13051249595614314,0
1928-09-28,0.19934795889226337,0
1928-10-01,0.2509860829519225,0
1928-10-02,0.17234848380490625,0
1928-10-03,0.17963770049696837,0
1928-10-04,0.2141123059599157,0
1928-10-05,0.18703207810095576,0
1928-10-08,0.1697109880658747,0
1928-10-09,0.21417752169567242,0
1928-10-10,0.25332617846820377,0
1928-10-11,0.2212300878302311,0
1928-10-15,0.23078257524415452,0
1928-10-16,0.213746653519227,0
1928-10-17,0.2136923663410358,0
1928-10-18,0.2088543614361855,0
1928-10-19,0.2255139335031974,0
1928-10-22,0.16105175333729352,0
1928-10-23,0.23031766018479655,0
1928-10-24,0.2063908760399999,0
1928-10-25,0.1778259007825587,0
1928-10-26,0.134481523911684,0
1928-10-29,0.2806938485909975,0
1928-10-30,0.1395443549321248,0
1928-10-31,0.17762418331400492,0
1928-11-01,0.27108020783928233,0
1928-11-02,0.18735913041688418,0
1928-11-05,0.26547574331423895,0
1928-11-06,0.25762284138037195,0
1928-11-08,0.1712601118263882,0
1928-11-09,0.23409165677049693,0
1928-11-12,0.2636620583871317,0
1928-11-13,0.21286895751744878,0
1928-11-14,0.19687500322844204,0
1928-11-15,0.2241798543482355,0
1928-11-16,0.2734729766567211,0
1928-11-19,0.19687500322844204,0
1928-11-20,0.241413761867394,0
1928-11-21,0.11868132020364736,0
1928-11-22,0.26396952791355893,0
1928-11-23,0.23672214691783083,0
1928-11-26,0.2188817376269672,0
1928-11-27,0.22097586700982902,0
1928-11-28,0.25772582260849686,0
1928-11-30,0.216284691424138,0
1928-12-03,0.1034823487994434,0
1928-12-04,0.21000715008168988,0
1928-12-05,0.17496972515377016,0
1928-12-06,-0.004516885413533732,0
1928-12-07,0.06986961847650425,0
1928-12-10,0.18517454681308818,0
1928-12-11,0.29665314686897176,0
1928-12-12,0.14606372485103603,0
1928-12-13,0.1875832822070535,0
1928-12-14,0.2084870757631818,0
1928-12-17,0.17595466162969978,0
1928-12-18,0.25708452336729354,0
1928-12-19,0.26094960935902134,0
1928-12-20,0.2173047036295289,0
1928-12-21,0.2554494887638483,0
1928-12-24,0.24371057400786963,0
1928-12-26,0.17462468568254602,0
1928-12-27,0.24128131706408149,0
1928-12-28,0.27151050825342693,0
1928-12-31,0.2769030069605107,1
1929-01-02,0.2946903959885918,1
1929-01-03,0.20739763955500545,1
1929-01-04,0.19477217008883846,1
1929-01-07,0.06913116911645935,1
1929-01-08,0.17960413514473308,1
1929-01-09,0.2762786625579504,1
1929-01-10,0.20538736943902178,1
1929-01-11,0.1883626370178623,1
1929-01-14,0.20751329653686082,1
1929-01-15,0.11979154904181133,1
1929-01-16,0.26757808018571205,1
1929-01-17,0.2244672265288537,1
1929-01-18,0.21378271452947478,1
1929-01-21,0.21583102855372638,1
1929-01-22,0.24084018362293277,1
1929-01-23,0.22805380933813785,1
1929-01-24,0.1636109819712049,1
1929-01-25,0.28374556310983373,1
1929-01-28,0.1701404605491707,1
1929-01-29,0.19893636854720714,1
1929-01-30,0.21539079715779785,1
1929-01-31,0.2560946870682315,1
1929-02-01,0.2171409910003926,1
1929-02-04,0.15626414080695766,1
1929-02-05,0.20909142880887327,1
1929-02-06,0.1539920021008106,1
1929-02-07,0.03444194954814924,1
1929-02-08,0.139451037657205,1
1929-02-11,0.3110988740944827,1
1929-02-13,0.19059429945083586,1
1929-02-14,0.17588464691168762,1
1929-02-15,0.09063980728133242,1
1929-02-18,0.20545373588561056,1
1929-02-19,0.19473163977909688,1
1929-02-20,0.24170208040996385,1
1929-02-21,0.25395058592581005,1
1929-02-25,0.20737649701248279,1
1929-02-26,0.20526103262155213,1
1929-02-27,0.2593449703956323,1
1929-02-28,0.266783251478899,1
1929-03-01,0.24566501165140497,1
1929-03-04,0.12762063155092718,1
1929-03-05,0.16190063187818587,1
1929-03-06,0.11364726214476677,1
1929-03-07,0.2448927602037375,1
1929-03-08,0.2300203648734818,1
1929-03-11,0.12200014487894296,1
1929-03-12,0.2010629775694885,1
1929-03-13,0.2530866487516249,1
1929-03-14,0.2973697582852451,1
1929-03-15,0.2674920625822226,1
1929-03-18,0.18885260457284017,1
1929-03-19,0.19486747806530236,1
1929-03-20,0.19486670668193537,1
1929-03-21,0.17271506021797994,1
1929-03-22,0.1257638151481146,1
1929-03-25,-0.0203218639105185,1
1929-03-26,0.1626442352847634,1
1929-03-27,0.3533461488938204,1
1929-03-28,0.2877386250144833,1
1929-04-01,0.062081394722724864,1
1929-04-02,0.25744357685455965,1
1929-04-03,0.13210329974333523,1
1929-04-04,0.2885719463966647,1
1929-04-05,0.1449719779045108,1
1929-04-08,0.15077004614121964,1
1929-04-09,0.15460553144991795,1
1929-04-10,0.22860911224204458,1
1929-04-11,0.25560137048324394,1
1929-04-12,0.21561205786310278,1
1929-04-15,0.1656091570618552,1
1929-04-16,0.20940379476036816,1
1929-04-17,0.2508220419714826,1
1929-04-18,0.21953218498660923,1
1929-04-19,0.192762814426241,1
1929-04-22,0.2561873827503635,1
1929-04-23,0.22729172359171773,1
1929-04-24,0.17661687051018338,1
1929-04-25,0.1724611400852034,1
1929-04-26,0.18666880647229886,1
1929-04-29,0.1866488373796356,1
1929-04-30,0.2801447884696808,1
1929-05-01,0.20693969283576713,1
1929-05-02,0.2209514758905568,1
1929-05-03,0.24866330199811554,1
1929-05-06,0.18695548668482986,1
1929-05-07,0.146993047032636,1
1929-05-08,0.2188817376269672,1
1929-05-09,0.16483449401099212,1
1929-05-10,0.2607608002889634,1
1929-05-13,0.05609641996865148,1
1929-05-14,0.2596880649670524,1
1929-05-15,0.17467280391131607,1
1929-05-16,0.22310385274317687,1
1929-05-17,0.22096997497461987,1
1929-05-20,0.05472893885808204,1
1929-05-21,0.26030280949683626,1
1929-05-22,0.0021241262610451326,1
1929-05-23,0.3117038852546113,1
1929-05-24,0.15749141721286297,1
1929-05-27,0.0018619376723236181,1
1929-05-28,0.28043369057612155,1
1929-05-29,0.2032476010892059,1
1929-05-31,0.24126694882211527,1
1929-06-03,0.28868176873892887,1
1929-06-04,0.2728472278483325,1
1929-06-05,0.18667279093579375,1
1929-06-06,0.20707721552109032,1
1929-06-07,0.17440379070570206,1
1929-06-10,0.14337399113129157,1
1929-06-11,0.22986346270904331,1
1929-06-12,0.20098395917747555,1
1929-06-13,0.27636067484018206,1
1929-06-14,0.21504744775999068,1
1929-06-17,0.29274181066753563,1
1929-06-18,0.19885364860432744,1
1929-06-19,0.17705476067443005,1
1929-06-20,0.22657725231485285,1
1929-06-21,0.22640941049374477,1
1929-06-24,0.19687500322844204,1
1929-06-25,0.2515633076916176,1
1929-06-26,0.22787044883706903,1
1929-06-27,0.20652350458024776,1
1929-06-28,0.2543949348090732,1
1929-07-01,0.26507361532200835,1
1929-07-02,0.2511728798010446,1
1929-07-03,0.21917912682625718,1
1929-07-05,0.2227767496101641,1
1929-07-08,0.20609460642696995,1
1929-07-09,0.1802679900396527,1
1929-07-10,0.18206878455050543,1
1929-07-11,0.2079835976290702,1
1929-07-12,0.253896277100531,1
1929-07-15,0.17487598780550165,1
1929-07-16,0.23348875504701805,1
1929-07-17,0.20962946027635457,1
1929-07-18,0.18594451817530191,1
1929-07-19,0.21507979940429814,1
1929-07-22,0.13655696149987312,1
1929-07-23,0.26989877855780436,1
1929-07-24,0.16231589271166733,1
1929-07-25,0.22054537710274805,1
1929-07-26,0.17685321009426122,1
1929-07-29,0.10859830885179286,1
1929-07-30,0.25589148571606074,1
1929-07-31,0.2661023953979538,1
1929-08-01,0.23294548247283411,1
1929-08-02,0.2824418534635596,1
1929-08-05,0.19333754678343573,1
1929-08-06,0.17737607992486187,1
1929-08-07,0.1433233902979867,1
1929-08-08,0.25752555334257327,1
1929-08-09,-0.00010543810151277514,1
1929-08-12,0.35826394373961046,1
1929-08-13,0.2430968637077087,1
1929-08-14,0.21278011280835507,1
1929-08-15,0.20569030587136655,1
1929-08-16,0.292874544058191,1
1929-08-19,0.24507843039084107,1
1929-08-20,0.2276297995732659,1
1929-08-21,0.174681374560244,1
1929-08-22,0.23777452747070144,1
1929-08-23,0.24755340640076254,1
1929-08-26,0.19351168799141677,1
1929-08-27,0.19350952230212673,1
1929-08-28,0.18676553837836843,1
1929-08-29,0.2472279138532281,1
1929-08-30,0.2665639249755403,1
1929-09-03,0.21497434720185038,1
1929-09-04,0.18042364656112833,1
1929-09-05,0.08024236023720775,1
1929-09-06,0.3316012940860424,1
1929-09-09,0.17053621767175217,1
1929-09-10,0.10194942860989403,1
1929-09-11,0.26864475396751586,1
1929-09-12,0.13685606581744494,1
1929-09-13,0.23196975560036445,1
1929-09-16,0.2762175773405357,1
1929-09-17,0.15404734974228979,1
1929-09-18,0.21009015994769228,1
1929-09-19,0.2051175403380676,1
1929-09-20,0.1405677039694838,1
1929-09-23,0.1952096880325831,1
1929-09-24,0.09936740889470157,1
1929-09-25,0.20535285050166735,1
1929-09-26,0.2440984827758818,1
1929-09-27,0.05045276111120477,1
1929-09-30,0.17784717857930046,1
1929-10-01,0.16558836156280085,1
1929-10-02,0.23508887148530955,1
1929-10-03,-0.024062019473950282,1
1929-10-04,0.14243084740684597,1
1929-10-07,0.51362783601182,1
1929-10-08,0.17967659449527348,1
1929-10-09,0.18480235576013623,1
1929-10-10,0.28929258846296974,1
1929-10-11,0.1883861403943939,1
1929-10-14,0.16107045098800318,1
1929-10-15,0.15392823982954026,1
1929-10-16,0.01075566710350444,1
1929-10-17,0.27669892927740986,1
1929-10-18,0.045058317739506616,1
1929-10-21,-0.008260634277403265,1
1929-10-22,0.29767668181897494,1
1929-10-23,-0.12137193486209966,1
1929-10-24,0.027133134465793303,1
1929-10-25,0.271441100354457,1
1929-10-28,-0.5274042066665321,1
1929-10-29,-0.36300314152752694,0
1929-10-30,0.8138999199874429,1
1929-10-31,0.454154195542496,1
1929-11-04,-0.0854718232200637,1
1929-11-06,-0.34923468981302613,0
1929-11-07,0.38613864016735905,0
1929-11-08,0.15019772835540396,0
1929-11-11,-0.1394545081609891,0
1929-11-12,-0.109304708048545,0
1929-11-13,-0.11057570601383697,0
1929-11-14,0.6447377262072482,0
1929-11-15,0.47717419333421246,0
1929-11-18,0.1425252063979748,0
1929-11-19,0.3532103128840954,0
1929-11-20,0.33884976871504624,0
1929-11-21,0.279761123563837,0
1929-11-22,0.17749031082515662,0
1929-11-25,0.13583025769078944,0
1929-11-26,0.042334090497309636,0
1929-11-27,0.2622396762975483,0
1929-12-02,0.20436474661375353,0
1929-12-03,0.3686563894802933,0
1929-12-04,0.2925589880747997,0
1929-12-05,0.15403384780881174,0
1929-12-06,0.33367988845742375,0
1929-12-09,0.18522150520558156,0
1929-12-10,0.23639133950622174,1
1929-12-11,0.15268998267597989,1
1929-12-12,-0.09363264518775251,0
1929-12-13,0.3261138528866813,0
1929-12-16,0.10698950050945111,0
1929-12-17,0.2529313153673203,0
1929-12-18,0.16282542548808895,0
1929-12-19,0.0559079882080806,0
1929-12-20,0.02098187316988355,0
1929-12-23,0.22273646963932606,0
1929-12-24,0.23030473199167506,0
1929-12-26,0.3109695781713062,0
1929-12-27,0.1918566718798959,0
1929-12-30,0.21441812297654664,0
1929-12-31,0.33513962485190635,0
1930-01-02,0.13066817103034967,0
1930-01-03,0.20919896955612977,0
1930-01-06,0.26292688902681477,0
1930-01-07,0.15048121939314812,0
1930-01-08,0.19196740502939355,0
1930-01-09,0.2772669521877331,0
1930-01-10,0.17992518902848134,0
1930-01-13,0.18959393630031468,0
1930-01-14,0.2065808401828823,0
1930-01-15,0.2186474602083439,0
1930-01-16,0.16053702349723925,0
1930-01-17,0.15048121939314812,0
1930-01-20,0.24326878706373595,0
1930-01-21,0.22354753092544624,0
1930-01-22,0.2017099635158636,0
1930-01-23,0.24737386658634125,0
1930-01-24,0.24451974243890878,0
1930-01-27,0.2370343234573623,0
1930-01-28,0.17092482187696897,0
1930-01-29,0.25566743078138165,0
1930-01-30,0.22486217424156518,0
1930-01-31,0.27078296668323765,0
1930-02-03,0.18539555275829347,0
1930-02-04,0.25856663786392414,0
1930-02-05,0.26457791489325455,0
1930-02-06,0.14051698791720416,0
1930-02-07,0.1764364261154451,0
1930-02-10,0.23089503024779223,0
1930-02-11,0.2418932978969366,0
1930-02-13,0.20583231767099555,0
1930-02-14,0.1946371133642462,0
1930-02-17,0.17669075789782787,0
1930-02-18,0.20136713216674812,0
1930-02-19,0.14951397768620853,0
1930-02-20,0.09853762722449148,0
1930-02-21,0.2611183790275086,0
1930-02-24,0.14185774050114933,0
1930-02-25,0.19917898902637846,0
1930-02-26,0.2927365774697986,0
1930-02-27,0.190085751312997,0
1930-02-28,0.24197098357900432,0
1930-03-03,0.21480500948494596,0
1930-03-04,0.23699402774453848,0
1930-03-05,0.15675597871234562,0
1930-03-06,0.2480837660403638,0
1930-03-07,0.19687500322844204,0
1930-03-10,0.21456978677533503,0
1930-03-11,0.20790389885487276,0
1930-03-12,0.13926891598721172,0
1930-03-13,0.22797253813517732,0
1930-03-14,0.1635491196637867,0
1930-03-17,0.24568054350116167,0
1930-03-18,0.24741633002973434,0
1930-03-19,0.22522712452569155,0
1930-03-20,0.2207457147144782,0
1930-03-21,0.22925126842113275,0
1930-03-24,0.19472281390506097,0
1930-03-25,0.19041311281376003,0
1930-03-26,0.27601868564342413,1
1930-03-27,0.1862496860948249,0
1930-03-28,0.2561004720590598,0
1930-03-31,0.2575162753123477,1
1930-04-01,0.24447446468973527,1
1930-04-02,0.1430348345206461,1
1930-04-03,0.2072720460402857,0
1930-04-04,0.2752238015322138,1
1930-04-07,0.20913920525302307,1
1930-04-08,0.16821363732990738,1
1930-04-09,0.28037191227906477,1
1930-04-10,0.20696689996879522,1
1930-04-11,0.18071860180693558,1
1930-04-14,0.17457808801769453,1
1930-04-15,0.198905930667239,1
1930-04-16,0.16019701623079274,1
1930-04-17,0.23558312880200577,1
1930-04-21,0.10266272738515296,0
1930-04-22,0.2400957360982532,0
1930-04-23,0.20711318808495136,0
1930-04-24,0.15580137968158583,0
1930-04-25,0.19068602476936225,0
1930-04-28,0.07998149873893273,0
1930-04-29,0.1905384596784343,0
1930-04-30,0.23268092963129317,0
1930-05-01,0.06939083682805827,0
1930-05-02,0.037455419333223564,0
1930-05-05,0.06437858032128936,0
1930-05-06,0.37133456820455596,0
1930-05-07,0.09693712674598894,0
1930-05-08,0.21701603662298474,0
1930-05-09,0.2612509112575559,0
1930-05-12,0.2843880012316595,0
1930-05-13,0.2679861913087718,0
1930-05-14,0.22888117610678693,0
1930-05-15,0.11108576986336813,0
1930-05-16,0.22060776172683302,0
1930-05-19,0.08152184717238678,0
1930-05-20,0.2210264886218016,0
1930-05-21,0.17052238421738053,0
1930-05-22,0.2078714131294676,0
1930-05-23,0.24933809564582787,0
1930-05-26,0.24019553053669335,0
1930-05-27,0.19903163280225533,1
1930-05-28,0.22697475065973766,0
1930-05-29,0.22040379625962386,0
1930-06-02,0.17763205848824057,0
1930-06-03,0.14953626159998337,0
1930-06-04,0.22059796893128703,0
1930-06-05,0.11446230632931019,0
1930-06-06,0.1109202613591411,0
1930-06-09,-0.06279994803724641,0
1930-06-10,0.34197146675550394,0
1930-06-11,0.009571647902250869,0
1930-06-12,0.18036872202182402,0
1930-06-13,0.22748815318247215,0
1930-06-16,-0.21834585246080693,0
1930-06-17,0.20195676512413874,0
1930-06-18,0.010745244468850985,0
1930-06-19,0.43606706239667214,0
1930-06-20,0.05932517806369559,0
1930-06-23,0.1554144649598017,0
1930-06-24,0.011515446606700242,0
1930-06-25,0.23715204584177293,0
1930-06-26,0.3184906156130497,0
1930-06-27,0.1469850277066544,0
1930-06-30,0.36561499256127516,0
1930-07-01,0.14037075887059594,0
1930-07-02,0.25337924758628816,0
1930-07-03,0.14295242930984012,0
1930-07-07,0.08733164648371268,0
1930-07-08,0.23364514673156098,0
1930-07-09,0.27222861232497236,0
1930-07-10,0.326814026280864,0
1930-07-11,0.14121861217734383,0
1930-07-14,0.39893019400450497,0
1930-07-15,0.1870782024257207,0
1930-07-16,0.2359525063718004,0
1930-07-17,0.22115090241165272,0
1930-07-18,0.2426908639693403,0
1930-07-21,-0.006291343456080407,0
1930-07-22,0.29087208684549715,0
1930-07-23,0.27956826739240687,0
1930-07-24,0.1288700626369452,0
1930-07-25,0.22612839133839682,0
1930-07-28,0.27409290558903043,0
1930-07-29,0.15599508059905648,0
1930-07-30,0.05742571726204022,0
1930-07-31,0.22900832367951332,0
1930-08-01,0.1721746184192789,0
1930-08-04,0.29741305961859354,0
1930-08-05,0.19687500322844204,0
1930-08-06,0.11363946530552091,0
1930-08-07,0.16717837959826506,0
1930-08-08,-0.002956132143893597,0
1930-08-11,0.23028829237695697,0
1930-08-12,0.061920748949421796,0
1930-08-13,0.2673821808062017,0
1930-08-14,0.19946820184178868,0
1930-08-15,0.33503084517141923,0
1930-08-18,0.15631928705169204,0
1930-08-19,0.24752066790172023,0
1930-08-20,0.22452234284749514,0
1930-08-21,0.1439661755833314,0
1930-08-22,0.2347215965357048,0
1930-08-25,0.16914766128738198,0
1930-08-26,0.2721512688818679,0
1930-08-27,0.2365833932601558,0
1930-08-28,0.1944020475646207,0
1930-08-29,0.2559053722424229,0
1930-09-02,0.19932019237150966,0
1930-09-03,0.14528425501157116,0
1930-09-04,0.15971017468838014,0
1930-09-05,0.275842952222476,0
1930-09-08,0.26742350708572143,0
1930-09-09,0.2281936920414573,0
1930-09-10,0.22083924373478825,0
1930-09-11,0.16329421594664253,0
1930-09-12,0.14366537320645428,0
1930-09-15,0.12096627019373114,0
1930-09-16,0.20426938083242943,0
1930-09-17,0.21408797662482315,0
1930-09-18,0.14010390950654697,0
1930-09-19,0.10170683269635794,0
1930-09-22,0.06636336207219584,0
1930-09-23,0.26637515354946095,0
1930-09-24,0.1118040617546325,0
1930-09-25,0.09716792099718163,0
1930-09-26,0.11679286917079773,0
1930-09-29,0.041253307631501486,0
1930-09-30,0.12151029243748655,0
1930-10-01,0.4251707574601441,0
1930-10-02,0.13188027928167376,0
1930-10-03,0.26186972717521034,0
1930-10-06,-0.025800759388676604,0
1930-10-07,0.1996827345331284,0
1930-10-08,0.13475378713387182,0
1930-10-09,-0.014709859021696999,0
1930-10-10,0.32542817717938644,0
1930-10-14,0.13883341065991148,0
1930-10-15,0.28082649478599025,0
1930-10-16,0.10416141121476902,0
1930-10-17,-0.017946673682704584,0
1930-10-20,0.32028428362301287,0
1930-10-21,0.03985408482295755,0
1930-10-22,0.150689798151443,0
1930-10-23,0.27057669495738296,0
1930-10-24,0.3767066767763825,0
1930-10-27,0.20864661112791683,0
1930-10-28,0.22033897842994069,0
1930-10-29,0.1053593397647572,0
1930-10-30,0.1339574044290147,0
1930-10-31,0.07489533161058812,0
1930-11-03,0.2551704371886412,0
1930-11-05,0.03890376271830364,0
1930-11-06,0.20630077981011385,0
1930-11-07,0.018061513069825327,0
1930-11-10,0.015090924053600062,0
1930-11-11,0.2802887062948646,0
1930-11-12,0.31146193500210156,0
1930-11-13,0.33114345808408335,0
1930-11-14,0.30000392517948277,0
1930-11-17,0.06843566039581603,0
1930-11-18,0.25365205556703563,0
1930-11-19,0.3055398673754244,0
1930-11-20,0.17532201723045418,0
1930-11-21,0.2764848517474342,0
1930-11-24,0.15109434528956026,0
1930-11-25,0.13520358919814943,0
1930-11-26,0.12189571332413913,0
1930-11-28,0.12399621766674743,0
1930-12-01,0.32920084825016843,0
1930-12-02,0.2464165276885333,0
1930-12-03,0.10673232325356953,0
1930-12-04,0.11789810467026555,0
1930-12-05,0.2000570987288533,0
1930-12-08,0.0484556365076689,0
1930-12-09,0.20014673522759577,0
1930-12-10,0.11446093840432893,0
1930-12-11,0.13672174937670828,0
1930-12-12,0.15638474238120723,0
1930-12-15,0.028205118915487486,0
1930-12-16,0.018961580151667864,0
1930-12-17,0.43392520285610786,0
1930-12-18,0.23478648410890057,0
1930-12-19,0.2549298692207464,0
1930-12-22,0.020739289256821645,0
1930-12-23,0.2248996907362433,0
1930-12-24,0.2662862716912414,0
1930-12-26,0.08889092723369053,0
1930-12-29,0.1509188788947468,0
1930-12-30,0.3162247947214749,0
1930-12-31,0.2931570466993357,0
1931-01-02,0.36781436623936253,0
1931-01-05,0.22318892513168914,0
1931-01-06,0.2620859763994121,0
1931-01-07,0.18389773598296116,0
1931-01-08,0.24215516500591888,0
1931-01-09,0.1450941046701557,0
1931-01-12,0.12152953731686032,0
1931-01-13,0.13380326784616753,0
1931-01-14,0.2566460806557578,0
1931-01-15,0.07326176766565745,0
1931-01-16,0.26071716136391093,0
1931-01-19,0.13303284509297317,0
1931-01-20,0.3039536103287128,0
1931-01-21,0.19687500322844204,0
1931-01-22,0.29205575555749635,0
1931-01-23,0.30948675216872457,0
1931-01-26,0.19050499427665205,0
1931-01-27,0.17131704668657713,0
1931-01-28,0.09990391555130189,0
1931-01-29,0.24558543685944673,0
1931-01-30,0.20333556239218442,0
1931-02-02,0.18718116731575957,0
1931-02-03,0.22268538505339472,0
1931-02-04,0.22576013986252186,0
1931-02-05,0.16154921057541646,0
1931-02-06,0.21296178631267734,0
