date,P_close,log_P,diff,cleaned,scaled,smoothed,roll_max,max_return,outcome
1927-12-30,17.66,2.8713021951758138,,,,,,,
1928-01-03,17.76,2.876948737564024,0.005646542388210385,0.005646542388210385,0.6452423343909067,,,,
1928-01-04,17.72,2.8746939451769347,-0.002254792387089477,-0.002254792387089477,-0.34538889245140897,,,,
1928-01-05,17.55,2.865053949911875,-0.009639995265059653,-0.009639995265059653,-1.2713099925614024,,,,
1928-01-06,17.66,2.8713021951758138,0.006248245263938745,0.006248245263938745,0.7206809374786634,2.865053949911875,3.177220149599368,0.3059179544235544,1.0
1928-01-09,17.5,2.8622008809294686,-0.009101314246345193,-0.009101314246345193,-1.2037727657989126,2.8622008809294686,3.188416617383492,0.32621573645402346,1.0
1928-01-10,17.37,2.854744580253014,-0.007456300676454752,-0.007456300676454752,-0.9975289022928279,2.854744580253014,3.188416617383492,0.3336720371304782,1.0
1928-01-11,17.35,2.8535925063928684,-0.001152073860145375,-0.001152073860145375,-0.20713536462681048,2.8535925063928684,3.188416617383492,0.3348241109906236,1.0
1928-01-12,17.47,2.8604851241459652,0.006892617753096797,0.006892617753096797,0.8014692507992887,2.8535925063928684,3.188416617383492,0.3279314932375268,1.0
1928-01-13,17.58,2.866761892257031,0.006276768111065589,0.006276768111065589,0.7242569944166165,2.8535925063928684,3.188416617383492,0.3216547251264612,1.0
1928-01-16,17.29,2.850128299695199,-0.016633592561831723,-0.016633592561831723,-2.148133474563466,2.850128299695199,3.188416617383492,0.3382883176882929,1.0
1928-01-17,17.3,2.8507065015037334,0.0005782018085342955,0.0005782018085342955,0.009798249399751253,2.850128299695199,3.188416617383492,0.33771011587975863,1.0
1928-01-18,17.26,2.848391685655282,-0.0023148158484516124,-0.0023148158484516124,-0.3529143443983856,2.848391685655282,3.188416617383492,0.34002493172821024,1.0
1928-01-19,17.38,2.8553201198372458,0.006928434181963983,0.006928434181963983,0.8059597418212266,2.848391685655282,3.188416617383492,0.33309649754624626,1.0
1928-01-20,17.48,2.8610573702273894,0.005737250390143611,0.005737250390143611,0.6566148659687903,2.848391685655282,3.188416617383492,0.32735924715610265,1.0
1928-01-23,17.64,2.8701690505786455,0.00911168035125609,0.00911168035125609,1.0796846114401764,2.848391685655282,3.188416617383492,0.31824756680484656,1.0
1928-01-24,17.71,2.8741294517947424,0.003960401216096976,0.003960401216096976,0.4338420905761956,2.848391685655282,3.2011191032789417,0.32698965148419923,1.0
1928-01-25,17.52,2.8633430855082453,-0.010786366286497096,-0.010786366286497096,-1.4150364595038127,2.8553201198372458,3.206398303357088,0.34305521784884263,1.0
1928-01-26,17.63,2.869601996409779,0.006258910901533632,0.006258910901533632,0.7220181436540943,2.8610573702273894,3.209633243501268,0.34003124709148924,1.0
1928-01-27,17.69,2.872999508171694,0.003397511761915162,0.003397511761915162,0.363269726990757,2.8633430855082453,3.213260086082565,0.34026057791087094,1.0
1928-01-30,17.49,2.8616292890305104,-0.011370219141183746,-0.011370219141183746,-1.488237113087267,2.8616292890305104,3.221272949467922,0.3596436604374116,1.0
